cluster_id	cluster_size_expanded	term	p	overlap_k	term_size_expanded	term_size_original	universe_expanded	n_tissues	overlap_AC	overlap_DLPFC	overlap_PCGBA23	overlap_genes	fdr	significant	neglog10_p	neglog10_fdr	pathway_id	pathway_num	pathway_name	category_level1	category_level2
1085	419	KEGG_hsa04921	0.660999548024943	3	420	140	51873	3	1	1	1	ENSG00000132356(AC),ENSG00000132356(DLPFC),ENSG00000132356(PCGBA23)	0.7252633929718124	False	0.1797988374740274	0.1395042426148544	hsa04921	4921	Oxytocin signaling pathway - Homo sapiens (human)	Organismal Systems	Endocrine system
85	329	KEGG_hsa05022	0.7145559805361615	7	1293	431	51873	3	4	1	2	ENSG00000026103(AC),ENSG00000067182(DLPFC),ENSG00000067182(PCGBA23),ENSG00000115266(AC),ENSG00000163251(AC),ENSG00000173805(AC),ENSG00000184371(PCGBA23)	0.725549149467487	False	0.1459637415607873	0.1393331626617742	hsa05022	5022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
10	424	KEGG_hsa04150	0.6916477962658543	3	435	145	51873	3	0	1	2	ENSG00000117676(DLPFC),ENSG00000117676(PCGBA23),ENSG00000180340(PCGBA23)	0.7258032429950323	False	0.160115002475513	0.13918109563987	hsa04150	4150	mTOR signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
10	424	KEGG_hsa04081	0.6960711603354952	3	438	146	51873	3	0	1	2	ENSG00000114450(PCGBA23),ENSG00000137841(DLPFC),ENSG00000137841(PCGBA23)	0.7259637868529705	False	0.1573463595830087	0.1390850426086925	hsa04081	4081	Hormone signaling - Homo sapiens (human)	Environmental Information Processing	Signaling molecules and interaction
10	424	KEGG_hsa05207	0.700446457205635	3	441	147	51873	3	0	1	2	ENSG00000117676(DLPFC),ENSG00000117676(PCGBA23),ENSG00000139687(PCGBA23)	0.7260725471034022	False	0.154625056993295	0.139019983662719	hsa05207	5207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)	Human Diseases	Cancer: overview
1088	586	KEGG_hsa05020	0.2022033487572634	11	726	242	51873	3	5	6	0	ENSG00000081248(AC),ENSG00000101266(DLPFC),ENSG00000126067(DLPFC),ENSG00000139180(DLPFC),ENSG00000143106(DLPFC),ENSG00000145494(AC),ENSG00000169100(DLPFC),ENSG00000185386(AC),ENSG00000185627(DLPFC),ENSG00000198695(AC),ENSG00000198938(AC)	0.7260938432647188	False	0.6942116561893416	0.1390072457211063	hsa05020	5020	Prion disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
1106	397	KEGG_hsa04060	0.5854056492065078	3	396	132	51873	3	1	1	1	ENSG00000145824(AC),ENSG00000145824(DLPFC),ENSG00000145824(PCGBA23)	0.726184543834952	False	0.2325430909091014	0.1389529988803368	hsa04060	4060	Cytokine-cytokine receptor interaction - Homo sapiens (human)	Environmental Information Processing	Signaling molecules and interaction
1106	397	KEGG_hsa04024	0.6026443832336199	4	546	182	51873	3	1	2	1	ENSG00000141433(DLPFC),ENSG00000147571(AC),ENSG00000157005(DLPFC),ENSG00000157005(PCGBA23)	0.726184543834952	False	0.2199388867953521	0.1389529988803368	hsa04024	4024	cAMP signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
1106	397	KEGG_hsa01100	0.6153303843609333	29	3942	1314	51873	3	4	15	10	ENSG00000004139(DLPFC),ENSG00000006695(AC),ENSG00000074800(AC),ENSG00000090266(DLPFC),ENSG00000090266(PCGBA23),ENSG00000093217(PCGBA23),ENSG00000100344(DLPFC),ENSG00000102967(DLPFC),ENSG00000102967(PCGBA23),ENSG00000112699(DLPFC),ENSG00000112699(PCGBA23),ENSG00000113231(DLPFC),ENSG00000117009(DLPFC),ENSG00000130707(PCGBA23),ENSG00000139180(PCGBA23),ENSG00000145494(PCGBA23),ENSG00000147155(DLPFC),ENSG00000147224(DLPFC),ENSG00000150787(DLPFC),ENSG00000151348(DLPFC),ENSG00000151348(PCGBA23),ENSG00000164919(DLPFC),ENSG00000172954(DLPFC),ENSG00000179958(AC),ENSG00000179958(PCGBA23),ENSG00000186281(AC),ENSG00000211445(DLPFC),ENSG00000239672(PCGBA23),ENSG00000277161(DLPFC)	0.726184543834952	False	0.2108916393821682	0.1389529988803368	hsa01100	1100	Metabolic pathways - Homo sapiens (human)	Metabolism	Global and overview maps
1106	397	KEGG_hsa04934	0.6154106303686033	3	414	138	51873	3	1	2	0	ENSG00000113231(DLPFC),ENSG00000123358(DLPFC),ENSG00000147571(AC)	0.726184543834952	False	0.2108350061864623	0.1389529988803368	hsa04934	4934	Cushing syndrome - Homo sapiens (human)	Human Diseases	Endocrine and metabolic disease
35	458	KEGG_hsa05022	0.5915169296990184	11	1293	431	51873	3	3	5	3	ENSG00000101182(AC),ENSG00000101182(PCGBA23),ENSG00000101327(DLPFC),ENSG00000105877(DLPFC),ENSG00000109320(DLPFC),ENSG00000142507(PCGBA23),ENSG00000168040(AC),ENSG00000168040(DLPFC),ENSG00000168040(PCGBA23),ENSG00000172071(AC),ENSG00000184787(DLPFC)	0.7267207993445083	False	0.2280328209943838	0.1386324097650729	hsa05022	5022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
28	541	KEGG_hsa04611	0.6705323894620245	3	330	110	51873	3	1	1	1	ENSG00000105851(DLPFC),ENSG00000276045(AC),ENSG00000276045(PCGBA23)	0.7267705898685168	False	0.1735802391026324	0.1386026555470611	hsa04611	4611	Platelet activation - Homo sapiens (human)	Organismal Systems	Immune system
35	458	KEGG_hsa04380	0.600495770232548	3	351	117	51873	3	0	2	1	ENSG00000109320(DLPFC),ENSG00000132170(PCGBA23),ENSG00000213341(DLPFC)	0.7271234211006229	False	0.2214900473304069	0.138391866233674	hsa04380	4380	Osteoclast differentiation - Homo sapiens (human)	Organismal Systems	Development and regeneration
35	458	KEGG_hsa04550	0.6062382443487764	3	354	118	51873	3	2	0	1	ENSG00000083168(AC),ENSG00000083168(PCGBA23),ENSG00000243709(AC)	0.7271234211006229	False	0.2173566697735268	0.138391866233674	hsa04550	4550	Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)	Cellular Processes	Cellular community - eukaryotes
35	458	KEGG_hsa04140	0.6087544920842425	4	477	159	51873	3	1	3	0	ENSG00000106636(DLPFC),ENSG00000115806(DLPFC),ENSG00000116954(DLPFC),ENSG00000172071(AC)	0.7271234211006229	False	0.2155578210459732	0.138391866233674	hsa04140	4140	Autophagy - animal - Homo sapiens (human)	Cellular Processes	Transport and catabolism
746	908	KEGG_hsa04137	0.1466855087012629	8	294	98	51873	3	2	2	4	ENSG00000126858(AC),ENSG00000126858(DLPFC),ENSG00000126858(PCGBA23),ENSG00000164077(AC),ENSG00000164077(PCGBA23),ENSG00000177169(DLPFC),ENSG00000177169(PCGBA23),ENSG00000197122(PCGBA23)	0.72766651968009	False	0.8336127886920887	0.13806760673677	hsa04137	4137	Mitophagy - animal - Homo sapiens (human)	Cellular Processes	Transport and catabolism
746	908	KEGG_hsa00240	0.1477495471431655	5	159	53	51873	3	2	1	2	ENSG00000007001(AC),ENSG00000007001(DLPFC),ENSG00000007001(PCGBA23),ENSG00000116981(PCGBA23),ENSG00000147647(AC)	0.72766651968009	False	0.8304738415704006	0.13806760673677	hsa00240	240	Pyrimidine metabolism - Homo sapiens (human)	Metabolism	Nucleotide metabolism
28	541	KEGG_hsa00230	0.6764524569112713	3	333	111	51873	3	0	1	2	ENSG00000169299(DLPFC),ENSG00000171302(PCGBA23),ENSG00000196839(PCGBA23)	0.7284872612890614	False	0.1697627215004475	0.1375780381290462	hsa00230	230	Purine metabolism - Homo sapiens (human)	Metabolism	Nucleotide metabolism
728	661	KEGG_hsa05415	0.5628474592769264	7	555	185	51873	3	2	0	5	ENSG00000058404(PCGBA23),ENSG00000070808(PCGBA23),ENSG00000074370(AC),ENSG00000126583(PCGBA23),ENSG00000136111(AC),ENSG00000166501(PCGBA23),ENSG00000198626(PCGBA23)	0.7286474860406721	False	0.2496092899986854	0.1374825291503511	hsa05415	5415	Diabetic cardiomyopathy - Homo sapiens (human)	Human Diseases	Cardiovascular disease
958	563	KEGG_hsa05418	0.5432352604647828	4	357	119	51873	3	2	0	2	ENSG00000063660(PCGBA23),ENSG00000170899(AC),ENSG00000184009(AC),ENSG00000184009(PCGBA23)	0.7290789022027347	False	0.2650120485061082	0.137225469024982	hsa05418	5418	Fluid shear stress and atherosclerosis - Homo sapiens (human)	Human Diseases	Cardiovascular disease
494	368	KEGG_hsa04146	0.2261549906448719	3	231	77	51873	3	3	0	0	ENSG00000018510(AC),ENSG00000103150(AC),ENSG00000116906(AC)	0.729619876369485	False	0.6455938240771856	0.1369033434296306	hsa04146	4146	Peroxisome - Homo sapiens (human)	Cellular Processes	Transport and catabolism
494	368	KEGG_hsa05160	0.2487103571767611	4	357	119	51873	3	2	1	1	ENSG00000025434(PCGBA23),ENSG00000055332(AC),ENSG00000055332(DLPFC),ENSG00000105221(AC)	0.729619876369485	False	0.6043061287989964	0.1369033434296306	hsa05160	5160	Hepatitis C - Homo sapiens (human)	Human Diseases	Infectious disease: viral
494	368	KEGG_hsa04140	0.2518961091052858	5	477	159	51873	3	5	0	0	ENSG00000079950(AC),ENSG00000105221(AC),ENSG00000106052(AC),ENSG00000170315(AC),ENSG00000171862(AC)	0.729619876369485	False	0.5987785407478361	0.1369033434296306	hsa04140	4140	Autophagy - animal - Homo sapiens (human)	Cellular Processes	Transport and catabolism
494	368	KEGG_hsa03083	0.2543399164445191	3	246	82	51873	3	2	0	1	ENSG00000072401(AC),ENSG00000196981(AC),ENSG00000196981(PCGBA23)	0.729619876369485	False	0.5945854757220768	0.1369033434296306	hsa03083	3083	Polycomb repressive complex - Homo sapiens (human)	Genetic Information Processing	Chromosome
494	368	KEGG_hsa04914	0.2543399164445191	3	246	82	51873	3	1	1	1	ENSG00000105221(AC),ENSG00000164045(DLPFC),ENSG00000176386(PCGBA23)	0.729619876369485	False	0.5945854757220768	0.1369033434296306	hsa04914	4914	Progesterone-mediated oocyte maturation - Homo sapiens (human)	Organismal Systems	Endocrine system
494	368	KEGG_hsa05167	0.2598646135014604	5	483	161	51873	3	4	1	0	ENSG00000055332(AC),ENSG00000055332(DLPFC),ENSG00000105221(AC),ENSG00000118260(AC),ENSG00000170315(AC)	0.729619876369485	False	0.5852528555792686	0.1369033434296306	hsa05167	5167	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	Human Diseases	Infectious disease: viral
108	49	KEGG_hsa01100	0.7300488033329469	3	3942	1314	51873	3	1	1	1	ENSG00000131386(AC),ENSG00000131386(PCGBA23),ENSG00000162551(DLPFC)	0.7300488033329469	False	0.1366481065785245	0.1366481065785245	hsa01100	1100	Metabolic pathways - Homo sapiens (human)	Metabolism	Global and overview maps
418	49	KEGG_hsa01100	0.7300488033329469	3	3942	1314	51873	3	3	0	0	ENSG00000151790(AC),ENSG00000198585(AC),ENSG00000240972(AC)	0.7300488033329469	False	0.1366481065785245	0.1366481065785245	hsa01100	1100	Metabolic pathways - Homo sapiens (human)	Metabolism	Global and overview maps
1085	419	KEGG_hsa05165	0.6837903134877908	6	849	283	51873	3	1	2	3	ENSG00000086102(DLPFC),ENSG00000086102(PCGBA23),ENSG00000092758(PCGBA23),ENSG00000175054(AC),ENSG00000175054(DLPFC),ENSG00000175634(PCGBA23)	0.7301873698335004	False	0.1650770556725007	0.1365656833817108	hsa05165	5165	Human papillomavirus infection - Homo sapiens (human)	Human Diseases	Infectious disease: viral
1085	419	KEGG_hsa05202	0.6839729793377093	3	435	145	51873	3	1	1	1	ENSG00000089280(AC),ENSG00000089280(DLPFC),ENSG00000089280(PCGBA23)	0.7301873698335004	False	0.164961054941176	0.1365656833817108	hsa05202	5202	Transcriptional misregulation in cancer - Homo sapiens (human)	Human Diseases	Cancer: overview
31	614	KEGG_hsa00564	0.5907197128268398	3	258	86	51873	3	0	1	2	ENSG00000105499(PCGBA23),ENSG00000164023(DLPFC),ENSG00000164023(PCGBA23)	0.7302497929581095	False	0.2286185361185681	0.1365285574864404	hsa00564	564	Glycerophospholipid metabolism - Homo sapiens (human)	Metabolism	Lipid metabolism
31	614	KEGG_hsa04081	0.5932846323383506	5	438	146	51873	3	4	1	0	ENSG00000112964(AC),ENSG00000163273(AC),ENSG00000166148(AC),ENSG00000170214(AC),ENSG00000242616(DLPFC)	0.7302497929581095	False	0.2267369009076022	0.1365285574864404	hsa04081	4081	Hormone signaling - Homo sapiens (human)	Environmental Information Processing	Signaling molecules and interaction
31	614	KEGG_hsa04380	0.5981665497334451	4	351	117	51873	3	1	2	1	ENSG00000006062(DLPFC),ENSG00000104856(AC),ENSG00000104856(DLPFC),ENSG00000104856(PCGBA23)	0.7302497929581095	False	0.2231778769489123	0.1365285574864404	hsa04380	4380	Osteoclast differentiation - Homo sapiens (human)	Organismal Systems	Development and regeneration
31	614	KEGG_hsa05203	0.6011532499421011	6	531	177	51873	3	3	0	3	ENSG00000030110(AC),ENSG00000030110(PCGBA23),ENSG00000133703(AC),ENSG00000135679(PCGBA23),ENSG00000147883(AC),ENSG00000147883(PCGBA23)	0.7302497929581095	False	0.2210148006759805	0.1365285574864404	hsa05203	5203	Viral carcinogenesis - Homo sapiens (human)	Human Diseases	Cancer: overview
31	614	KEGG_hsa04217	0.6048413873414713	4	354	118	51873	3	1	1	2	ENSG00000023445(AC),ENSG00000023445(DLPFC),ENSG00000023445(PCGBA23),ENSG00000105499(PCGBA23)	0.7302497929581095	False	0.2183584991221835	0.1365285574864404	hsa04217	4217	Necroptosis - Homo sapiens (human)	Cellular Processes	Cell growth and death
31	614	KEGG_hsa04550	0.6048413873414713	4	354	118	51873	3	1	1	2	ENSG00000122641(DLPFC),ENSG00000122641(PCGBA23),ENSG00000133703(AC),ENSG00000166949(PCGBA23)	0.7302497929581095	False	0.2183584991221835	0.1365285574864404	hsa04550	4550	Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)	Cellular Processes	Cellular community - eukaryotes
31	614	KEGG_hsa05418	0.6114484854689234	4	357	119	51873	3	1	2	1	ENSG00000108691(PCGBA23),ENSG00000112715(DLPFC),ENSG00000163273(AC),ENSG00000166484(DLPFC)	0.7302497929581095	False	0.213640126393842	0.1365285574864404	hsa05418	5418	Fluid shear stress and atherosclerosis - Homo sapiens (human)	Human Diseases	Cardiovascular disease
31	614	KEGG_hsa04080	0.613409826084812	7	627	209	51873	3	6	0	1	ENSG00000006638(AC),ENSG00000112964(AC),ENSG00000122420(AC),ENSG00000166148(AC),ENSG00000170214(AC),ENSG00000197696(PCGBA23),ENSG00000267534(AC)	0.7302497929581095	False	0.2122492714245588	0.1365285574864404	hsa04080	4080	Neuroactive ligand-receptor interaction - Homo sapiens (human)	Environmental Information Processing	Signaling molecules and interaction
1085	419	KEGG_hsa04151	0.693433046553807	6	858	286	51873	3	2	1	3	ENSG00000092758(PCGBA23),ENSG00000132356(AC),ENSG00000132356(DLPFC),ENSG00000132356(PCGBA23),ENSG00000159445(AC),ENSG00000175634(PCGBA23)	0.7304161423700101	False	0.1589954652553681	0.1364296373566267	hsa04151	4151	PI3K-Akt signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
35	458	KEGG_hsa04142	0.6175580502769447	3	360	120	51873	3	1	0	2	ENSG00000102393(PCGBA23),ENSG00000188603(AC),ENSG00000188603(PCGBA23)	0.730871453997485	False	0.2093222125946066	0.1361590002359813	hsa04142	4142	Lysosome - Homo sapiens (human)	Cellular Processes	Transport and catabolism
1112	473	KEGG_hsa04072	0.2950080311320969	5	396	132	51873	3	1	2	2	ENSG00000065357(PCGBA23),ENSG00000102780(DLPFC),ENSG00000102780(PCGBA23),ENSG00000164082(AC),ENSG00000166148(DLPFC)	0.7308789913677425	False	0.5301661608731023	0.1361545214436932	hsa04072	4072	Phospholipase D signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
1112	473	KEGG_hsa05208	0.3128770597206766	7	603	201	51873	3	5	1	1	ENSG00000139180(AC),ENSG00000158864(AC),ENSG00000160194(PCGBA23),ENSG00000174886(AC),ENSG00000179091(AC),ENSG00000198695(DLPFC),ENSG00000269335(AC)	0.7308789913677425	False	0.5046262783429543	0.1361545214436932	hsa05208	5208	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)	Human Diseases	Cancer: overview
1112	473	KEGG_hsa04723	0.3322774608914972	5	417	139	51873	3	3	1	1	ENSG00000139180(AC),ENSG00000158864(AC),ENSG00000160194(PCGBA23),ENSG00000174886(AC),ENSG00000198695(DLPFC)	0.7308789913677425	False	0.4784991168688475	0.1361545214436932	hsa04723	4723	Retrograde endocannabinoid signaling - Homo sapiens (human)	Organismal Systems	Nervous system
1112	473	KEGG_hsa00562	0.337386418584743	3	225	75	51873	3	3	0	0	ENSG00000087053(AC),ENSG00000145725(AC),ENSG00000155252(AC)	0.7308789913677425	False	0.4718724038228243	0.1361545214436932	hsa00562	562	Inositol phosphate metabolism - Homo sapiens (human)	Metabolism	Carbohydrate metabolism
1112	473	KEGG_hsa04932	0.3376430429674492	5	420	140	51873	3	4	0	1	ENSG00000139180(AC),ENSG00000158864(AC),ENSG00000160194(PCGBA23),ENSG00000174886(AC),ENSG00000179091(AC)	0.7308789913677425	False	0.4715421943577616	0.1361545214436932	hsa04932	4932	Non-alcoholic fatty liver disease - Homo sapiens (human)	Human Diseases	Endocrine and metabolic disease
1112	473	KEGG_hsa05203	0.356036943532017	6	531	177	51873	3	4	1	1	ENSG00000067225(AC),ENSG00000082512(PCGBA23),ENSG00000100764(AC),ENSG00000103423(AC),ENSG00000269335(AC),ENSG00000274290(DLPFC)	0.7308789913677425	False	0.4485049359044829	0.1361545214436932	hsa05203	5203	Viral carcinogenesis - Homo sapiens (human)	Human Diseases	Cancer: overview
1112	473	KEGG_hsa01232	0.35970273579499	3	234	78	51873	3	1	1	1	ENSG00000143774(DLPFC),ENSG00000239672(AC),ENSG00000239900(PCGBA23)	0.7308789913677425	False	0.4440562590506869	0.1361545214436932	hsa01232	1232	Nucleotide metabolism - Homo sapiens (human)	Metabolism	Global and overview maps
1112	473	KEGG_hsa00230	0.3609854964130445	4	333	111	51873	3	2	1	1	ENSG00000143774(DLPFC),ENSG00000205268(AC),ENSG00000239672(AC),ENSG00000239900(PCGBA23)	0.7308789913677425	False	0.4425102467212597	0.1361545214436932	hsa00230	230	Purine metabolism - Homo sapiens (human)	Metabolism	Nucleotide metabolism
1112	473	KEGG_hsa04020	0.3611402074993551	7	636	212	51873	3	2	4	1	ENSG00000006638(DLPFC),ENSG00000089250(PCGBA23),ENSG00000099957(AC),ENSG00000109689(DLPFC),ENSG00000164096(DLPFC),ENSG00000166148(DLPFC),ENSG00000175344(AC)	0.7308789913677425	False	0.4423241567600855	0.1361545214436932	hsa04020	4020	Calcium signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
740	524	KEGG_hsa01522	0.5069757254902063	3	267	89	51873	3	2	0	1	ENSG00000102882(AC),ENSG00000105647(AC),ENSG00000155897(PCGBA23)	0.7312149886877976	False	0.2950128346272911	0.1359549148703902	hsa01522	1522	Endocrine resistance - Homo sapiens (human)	Human Diseases	Drug resistance: antineoplastic
1110	460	KEGG_hsa05165	0.6284071084735172	7	849	283	51873	3	0	5	2	ENSG00000115415(DLPFC),ENSG00000115415(PCGBA23),ENSG00000143816(DLPFC),ENSG00000168036(DLPFC),ENSG00000168036(PCGBA23),ENSG00000213281(DLPFC),ENSG00000221914(DLPFC)	0.7312373625873655	False	0.2017589109118823	0.1359416264222389	hsa05165	5165	Human papillomavirus infection - Homo sapiens (human)	Human Diseases	Infectious disease: viral
728	661	KEGG_hsa04613	0.5694167003093986	5	396	132	51873	3	0	1	4	ENSG00000126583(PCGBA23),ENSG00000166501(PCGBA23),ENSG00000169032(PCGBA23),ENSG00000276966(PCGBA23),ENSG00000278637(DLPFC)	0.7314814534743813	False	0.2445697996656037	0.1357966808248571	hsa04613	4613	Neutrophil extracellular trap formation - Homo sapiens (human)	Organismal Systems	Immune system
724	603	KEGG_hsa04935	0.5064312171657133	4	318	106	51873	3	0	0	4	ENSG00000051382(PCGBA23),ENSG00000164742(PCGBA23),ENSG00000182621(PCGBA23),ENSG00000278195(PCGBA23)	0.7315117581282525	False	0.2954795316144158	0.1357786887469038	hsa04935	4935	Growth hormone synthesis, secretion and action - Homo sapiens (human)	Organismal Systems	Endocrine system
746	908	KEGG_hsa04370	0.1559966477237527	5	162	54	51873	3	0	3	2	ENSG00000100030(DLPFC),ENSG00000102882(DLPFC),ENSG00000105647(DLPFC),ENSG00000105647(PCGBA23),ENSG00000197122(PCGBA23)	0.7316985619423642	False	0.8068847342783514	0.1356677985146589	hsa04370	4370	VEGF signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
746	908	KEGG_hsa04927	0.1559966477237527	5	162	54	51873	3	2	2	1	ENSG00000088256(AC),ENSG00000088256(DLPFC),ENSG00000115966(PCGBA23),ENSG00000162104(AC),ENSG00000173175(DLPFC)	0.7316985619423642	False	0.8068847342783514	0.1356677985146589	hsa04927	4927	Cortisol synthesis and secretion - Homo sapiens (human)	Organismal Systems	Endocrine system
122	350	KEGG_hsa05170	0.6965998209871997	3	531	177	51873	3	0	1	2	ENSG00000105221(PCGBA23),ENSG00000176533(DLPFC),ENSG00000176533(PCGBA23)	0.7325070282545812	False	0.1570166414831246	0.1351882039874519	hsa05170	5170	Human immunodeficiency virus 1 infection - Homo sapiens (human)	Human Diseases	Infectious disease: viral
728	661	KEGG_hsa01521	0.5746325706733918	3	234	78	51873	3	0	0	3	ENSG00000126583(PCGBA23),ENSG00000166501(PCGBA23),ENSG00000169032(PCGBA23)	0.7325468649042476	False	0.2406097614578279	0.1351645859660089	hsa01521	1521	EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)	Human Diseases	Drug resistance: antineoplastic
959	743	KEGG_hsa00590	0.2586229228676575	3	123	41	51873	3	1	2	0	ENSG00000100031(DLPFC),ENSG00000105499(DLPFC),ENSG00000186529(AC)	0.7327649481250297	False	0.5873329843522586	0.1350353133576282	hsa00590	590	Arachidonic acid metabolism - Homo sapiens (human)	Metabolism	Lipid metabolism
807	379	KEGG_hsa05020	0.6134888993030607	5	726	242	51873	3	2	3	0	ENSG00000004779(DLPFC),ENSG00000157613(DLPFC),ENSG00000172115(AC),ENSG00000172115(DLPFC),ENSG00000198840(AC)	0.7329997238426179	False	0.2121932911522042	0.1348961889791309	hsa05020	5020	Prion disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
1112	473	KEGG_hsa05165	0.37094772487431	9	849	283	51873	3	4	2	3	ENSG00000067225(AC),ENSG00000091136(PCGBA23),ENSG00000100764(AC),ENSG00000114315(DLPFC),ENSG00000131462(AC),ENSG00000144668(PCGBA23),ENSG00000185344(PCGBA23),ENSG00000188290(DLPFC),ENSG00000269335(AC)	0.7332687584724734	False	0.4306872882238433	0.134736818089137	hsa05165	5165	Human papillomavirus infection - Homo sapiens (human)	Human Diseases	Infectious disease: viral
691	382	KEGG_hsa05200	0.6744091244756674	9	1362	454	51873	3	6	1	2	ENSG00000095002(AC),ENSG00000100030(AC),ENSG00000108379(PCGBA23),ENSG00000134245(AC),ENSG00000135925(DLPFC),ENSG00000157764(AC),ENSG00000162552(PCGBA23),ENSG00000166501(AC),ENSG00000172575(AC)	0.7335678196051119	False	0.1710765625193971	0.1345597286936347	hsa05200	5200	Pathways in cancer - Homo sapiens (human)	Human Diseases	Cancer: overview
115	339	KEGG_hsa05200	0.6681485754510736	8	1362	454	51873	3	3	2	3	ENSG00000056558(AC),ENSG00000056558(PCGBA23),ENSG00000113578(AC),ENSG00000113578(PCGBA23),ENSG00000141736(DLPFC),ENSG00000141736(PCGBA23),ENSG00000148737(AC),ENSG00000172354(DLPFC)	0.7344869763452941	False	0.1751269532074119	0.1340159005565274	hsa05200	5200	Pathways in cancer - Homo sapiens (human)	Human Diseases	Cancer: overview
115	339	KEGG_hsa05205	0.6975181593354849	3	549	183	51873	3	1	1	1	ENSG00000109458(AC),ENSG00000141736(DLPFC),ENSG00000141736(PCGBA23)	0.7344869763452941	False	0.1564444813926647	0.1340159005565274	hsa05205	5205	Proteoglycans in cancer - Homo sapiens (human)	Human Diseases	Cancer: overview
115	339	KEGG_hsa05012	0.7000578993291084	4	726	242	51873	3	2	1	1	ENSG00000137267(AC),ENSG00000137285(AC),ENSG00000137285(DLPFC),ENSG00000137285(PCGBA23)	0.7344869763452941	False	0.1548660395296476	0.1340159005565274	hsa05012	5012	Parkinson disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
115	339	KEGG_hsa05020	0.7000578993291084	4	726	242	51873	3	2	1	1	ENSG00000137267(AC),ENSG00000137285(AC),ENSG00000137285(DLPFC),ENSG00000137285(PCGBA23)	0.7344869763452941	False	0.1548660395296476	0.1340159005565274	hsa05020	5020	Prion disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
99	270	KEGG_hsa05012	0.7304673323927044	3	726	242	51873	3	0	3	0	ENSG00000123104(DLPFC),ENSG00000148482(DLPFC),ENSG00000197442(DLPFC)	0.7352416286828528	False	0.136399201603498	0.1335699115846338	hsa05012	5012	Parkinson disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
1115	279	KEGG_hsa04714	0.6789021114031659	3	648	216	51873	3	0	2	1	ENSG00000174775(DLPFC),ENSG00000198695(PCGBA23),ENSG00000198899(DLPFC)	0.7354772873534297	False	0.1681928406564115	0.1334307343971996	hsa04714	4714	Thermogenesis - Homo sapiens (human)	Organismal Systems	Environmental adaptation
35	458	KEGG_hsa04371	0.6286558942054384	3	366	122	51873	3	1	0	2	ENSG00000167083(PCGBA23),ENSG00000171388(PCGBA23),ENSG00000176170(AC)	0.7355258889289785	False	0.2015870081962188	0.1334020364359434	hsa04371	4371	Apelin signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
35	458	KEGG_hsa04082	0.6328943695435396	4	492	164	51873	3	1	2	1	ENSG00000060491(AC),ENSG00000101327(DLPFC),ENSG00000167083(PCGBA23),ENSG00000268089(DLPFC)	0.7355258889289785	False	0.198668767948535	0.1334020364359434	hsa04082	4082	Neuroactive ligand signaling - Homo sapiens (human)	Environmental Information Processing	Signaling molecules and interaction
122	350	KEGG_hsa05010	0.7109500447460448	6	1047	349	51873	3	1	1	4	ENSG00000065518(PCGBA23),ENSG00000104892(PCGBA23),ENSG00000105221(PCGBA23),ENSG00000141424(DLPFC),ENSG00000141424(PCGBA23),ENSG00000186868(AC)	0.735982670840066	False	0.1481609141131761	0.1331324112700233	hsa05010	5010	Alzheimer disease - Homo sapiens (human)	Human Diseases	Neurodegenerative disease
122	350	KEGG_hsa04024	0.7143361216977111	3	546	182	51873	3	1	1	1	ENSG00000105221(PCGBA23),ENSG00000157613(AC),ENSG00000160293(DLPFC)	0.735982670840066	False	0.1460973884343909	0.1331324112700233	hsa04024	4024	cAMP signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
788	361	KEGG_hsa04020	0.6474649052471381	4	636	212	51873	3	1	2	1	ENSG00000112715(AC),ENSG00000122420(PCGBA23),ENSG00000148680(DLPFC),ENSG00000164270(DLPFC)	0.7361587278837324	False	0.1887837668151632	0.1330285345595452	hsa04020	4020	Calcium signaling pathway - Homo sapiens (human)	Environmental Information Processing	Signal transduction
751	706	KEGG_hsa05223	0.5556479802875331	3	213	71	51873	3	0	1	2	ENSG00000101109(PCGBA23),ENSG00000115904(DLPFC),ENSG00000174775(PCGBA23)	0.736748062751618	False	0.2552002599206963	0.1326809974358092	hsa05223	5223	Non-small cell lung cancer - Homo sapiens (human)	Human Diseases	Cancer: specific types
